client_id,application_date,age,annual_income,loan_amount,term_months,interest_rate,loan_purpose,employment_status,credit_score,dti,default
1059,2022-11-26,37,51097.18,9861.62,48,0.0782,home_improvement,unemployed,681,1.0,0
1060,2022-09-25,29,26686.94,20792.13,48,0.0904,other,employed,705,9.09,1
1061,2023-04-26,31,16901.75,12295.19,60,0.0858,car,unemployed,809,8.59,0
1062,2022-06-05,35,21116.26,10842.28,48,0.0879,small_business,employed,598,3.54,0
1063,2023-06-14,44,34723.7,4379.96,48,0.0986,other,employed,706,1.6,1
1064,2022-10-11,58,26255.86,18519.8,48,0.1053,car,unemployed,650,8.69,1
1065,2023-05-06,55,31495.9,5180.15,36,0.0978,education,student,709,3.17,1
1066,2022-09-27,50,29551.6,4352.33,36,0.1185,car,retired,731,2.73,0
1067,2022-09-21,51,46882.86,9598.45,60,0.0451,debt_consolidation,retired,635,1.0,1
1068,2023-04-23,69,27956.41,12979.16,36,0.0824,home_improvement,employed,797,7.96,0
1069,2022-12-22,25,30471.9,7679.14,24,0.103,debt_consolidation,unemployed,759,2.1,0
1070,2022-09-16,64,43607.4,16242.11,12,0.0977,car,employed,727,3.26,0
1071,2022-07-21,34,28220.22,10302.14,24,0.0704,small_business,employed,658,5.36,0
1072,2022-05-17,31,40078.55,18316.61,36,0.074,debt_consolidation,employed,646,7.18,0
1073,2022-02-16,29,38977.82,15030.66,24,0.0647,debt_consolidation,retired,706,3.68,0
1074,2022-03-04,54,36701.19,22748.88,24,0.1193,home_improvement,employed,656,7.35,0
1075,2022-03-18,32,21387.24,9346.63,36,0.0344,debt_consolidation,employed,648,7.06,0
1076,2023-09-25,55,49757.29,17063.83,24,0.0516,car,employed,794,2.25,0
1077,2023-03-31,55,61648.21,1279.13,48,0.1026,car,employed,712,1.0,1
1078,2022-01-13,21,35105.94,29349.95,36,0.1063,debt_consolidation,retired,729,11.1,0
1079,2023-01-25,60,22443.74,16763.68,36,0.0425,debt_consolidation,employed,792,10.79,0
1080,2023-04-03,42,35349.23,10222.16,12,0.1088,other,employed,684,1.0,1
1081,2023-11-22,49,46878.32,10445.25,24,0.0954,debt_consolidation,employed,642,2.63,1
1082,2023-10-31,28,27617.75,10517.86,36,0.1055,car,employed,615,3.57,1
1083,2023-06-12,31,33453.21,23040.22,48,0.0922,other,employed,761,8.52,0
1084,2023-04-13,61,39087.85,17391.3,48,0.1028,small_business,employed,657,1.2,0
1085,2023-12-05,57,49436.57,9340.09,24,0.1038,debt_consolidation,employed,502,1.0,1
1086,2022-12-07,34,44305.08,4567.11,36,0.1042,car,employed,520,2.13,1
1087,2022-02-24,50,44802.42,19176.63,24,0.0973,education,unemployed,591,4.87,1
1088,2023-02-17,55,29884.78,17031.29,60,0.0874,education,student,657,9.85,0
1089,2022-11-30,41,39823.03,16238.22,60,0.0876,small_business,employed,666,6.07,1
1090,2022-11-07,57,26336.44,11497.53,36,0.0969,car,employed,711,3.31,0
1091,2022-07-07,25,45146.31,10202.3,36,0.1148,debt_consolidation,unemployed,611,4.15,1
1092,2023-11-12,39,48814.64,22111.34,48,0.1489,car,employed,693,8.85,1
1093,2023-12-21,34,41640.36,22669.62,48,0.1059,home_improvement,employed,733,6.39,0
1094,2023-06-05,46,30591.07,15840.75,36,0.1013,home_improvement,employed,671,7.02,0
1095,2022-01-06,24,32555.27,17819.05,60,0.1265,debt_consolidation,retired,652,8.22,1
1096,2023-09-06,45,56678.19,13416.59,36,0.1019,debt_consolidation,self_employed,628,2.51,1
1097,2023-02-17,65,30791.47,3780.09,36,0.0582,other,employed,748,1.0,0
1098,2023-10-20,62,47599.93,6121.54,48,0.068,debt_consolidation,employed,597,2.65,1
1099,2022-10-07,45,39066.7,18877.09,36,0.1449,debt_consolidation,employed,774,7.4,1
1100,2022-02-20,38,30990.36,19642.23,48,0.0686,small_business,employed,678,10.53,1
1101,2022-08-16,60,18864.21,18324.76,24,0.1071,car,employed,617,9.45,0
1102,2022-10-04,28,37539.2,14076.31,24,0.0603,debt_consolidation,unemployed,730,2.39,1
1103,2023-08-18,59,36093.21,18547.79,12,0.1285,car,employed,710,4.79,0
1104,2022-11-14,60,56678.42,11651.18,36,0.0762,home_improvement,employed,704,2.13,0
1105,2022-12-13,34,24677.69,15728.34,36,0.0925,car,employed,722,8.72,1
1106,2022-04-27,52,62537.22,10771.91,60,0.0832,other,employed,689,1.0,1
1107,2022-03-16,58,39545.73,5659.29,36,0.1051,debt_consolidation,student,707,3.62,1
1108,2023-04-19,53,39533.95,17187.43,48,0.0951,home_improvement,employed,761,7.01,0
1109,2023-01-08,43,27883.13,19650.75,24,0.1173,debt_consolidation,employed,692,10.31,1
1110,2022-11-06,35,38776.48,26843.75,48,0.1097,car,employed,729,7.68,1
1111,2022-06-20,53,40676.61,13584.17,36,0.0985,education,employed,548,1.0,0
1112,2023-12-27,45,46247.93,5713.14,36,0.1095,debt_consolidation,retired,699,4.68,0
1113,2023-12-24,37,23260.13,10029.36,24,0.111,home_improvement,employed,831,3.99,0
1114,2023-10-25,53,51881.37,11184.65,36,0.0781,debt_consolidation,employed,572,4.02,0
1115,2022-08-28,67,39336.99,12890.99,36,0.0758,debt_consolidation,employed,800,4.17,0
1116,2023-09-25,22,42298.75,14825.26,36,0.1366,car,unemployed,723,6.46,1
1117,2023-12-28,34,32348.69,14177.82,60,0.1112,home_improvement,self_employed,578,5.15,1
1118,2022-06-01,60,23862.29,16662.49,48,0.1021,debt_consolidation,self_employed,682,8.51,0
1119,2022-03-17,60,35872.7,13184.54,60,0.0659,other,employed,704,4.77,0
1120,2023-10-04,59,37247.55,1000.0,36,0.0364,debt_consolidation,retired,734,1.16,0
1121,2022-09-08,26,18374.86,13362.8,60,0.0812,debt_consolidation,employed,653,6.25,0
1122,2022-09-17,26,44519.42,12520.38,48,0.0764,debt_consolidation,employed,721,7.13,1
1123,2022-11-13,23,46958.3,15301.6,24,0.0807,debt_consolidation,self_employed,763,3.77,0
1124,2023-12-18,27,26244.02,9831.11,36,0.1156,debt_consolidation,employed,733,5.64,0
1125,2022-05-06,28,22728.98,13341.15,24,0.1358,small_business,employed,751,10.07,1
1126,2023-12-05,62,31364.46,15337.45,12,0.1233,car,employed,653,5.85,0
1127,2023-07-02,35,35286.74,11039.75,24,0.0718,car,employed,721,1.76,0
1128,2023-07-07,67,31829.95,16055.22,12,0.1061,other,employed,817,3.99,1
1129,2022-12-25,49,34268.99,12420.75,48,0.0754,car,self_employed,615,3.45,0
1130,2022-06-15,53,37657.73,12939.95,36,0.0348,debt_consolidation,employed,705,4.79,0
1131,2022-12-04,50,18580.77,1000.0,24,0.0877,debt_consolidation,self_employed,613,1.52,0
1132,2023-10-17,59,19960.45,5136.68,48,0.1278,debt_consolidation,retired,755,5.35,1
1133,2022-12-19,47,12000.0,5153.01,48,0.08,car,employed,561,2.07,0
1134,2023-02-18,56,46310.54,13297.99,60,0.115,debt_consolidation,employed,645,3.89,1
1135,2023-12-04,49,35182.72,19629.99,36,0.07,car,retired,818,7.92,0
1136,2022-01-25,58,47574.21,11289.51,36,0.1107,home_improvement,self_employed,650,4.0,0
1137,2023-06-14,53,21347.14,17089.79,24,0.0827,small_business,employed,676,4.77,0
1138,2023-09-24,57,35292.89,15889.52,24,0.1357,education,employed,754,4.66,0
1139,2023-05-17,47,37577.92,12839.36,24,0.0806,debt_consolidation,self_employed,671,5.73,0
1140,2022-12-19,53,28258.61,15443.86,36,0.0737,debt_consolidation,employed,558,4.93,1
1141,2023-08-19,24,16358.87,13475.66,60,0.1341,home_improvement,self_employed,615,7.51,1
1142,2023-05-05,42,55950.46,11146.32,12,0.0727,debt_consolidation,employed,759,3.52,0
1143,2023-12-26,22,51791.4,14346.48,24,0.0964,debt_consolidation,unemployed,768,3.92,1
1144,2023-03-25,30,30416.81,20679.79,24,0.0729,car,employed,559,8.62,1
1145,2023-04-27,25,41122.73,14836.49,48,0.1177,debt_consolidation,self_employed,623,3.04,1
1146,2022-11-25,30,29182.51,13307.83,24,0.1289,education,student,639,2.84,0
1147,2023-07-31,53,23055.16,6735.3,36,0.0698,debt_consolidation,employed,657,5.4,0
1148,2023-01-02,58,56927.14,20495.25,12,0.1064,other,unemployed,624,10.99,1
1149,2023-06-23,33,15135.57,3557.71,36,0.1092,education,employed,686,1.0,0
1150,2023-12-20,51,31573.96,1763.62,12,0.0938,debt_consolidation,employed,645,2.71,0
1151,2022-03-29,67,36011.89,14228.76,36,0.1358,car,retired,654,4.4,1
1152,2023-02-13,56,54814.84,6715.44,12,0.1355,home_improvement,employed,612,2.1,0
1153,2022-08-24,65,45759.06,18534.59,48,0.0644,education,employed,727,4.74,0
1154,2022-02-19,44,14933.0,1897.77,36,0.1263,car,employed,596,5.91,0
1155,2022-07-02,35,34967.0,17770.84,48,0.1052,car,employed,702,4.49,0
1156,2023-01-29,49,35252.72,16925.89,36,0.0973,car,self_employed,740,4.56,0
1157,2022-07-05,28,32259.94,12708.1,24,0.083,debt_consolidation,employed,799,4.88,0
1158,2022-03-30,25,42437.71,1000.0,12,0.0455,other,employed,710,1.42,1
1159,2022-03-27,49,18090.72,1660.18,36,0.0985,debt_consolidation,employed,693,3.77,0
1160,2023-09-08,67,30096.37,13439.61,36,0.0992,debt_consolidation,employed,578,6.34,1
1161,2023-09-14,24,40745.82,10603.25,36,0.1498,debt_consolidation,employed,768,3.57,1
1162,2022-04-30,32,43154.91,16363.98,48,0.0698,small_business,self_employed,688,3.67,0
1163,2022-03-29,65,36793.03,11590.7,48,0.0418,home_improvement,employed,698,4.8,0
1164,2022-02-25,22,31539.29,11068.92,48,0.0546,small_business,employed,703,2.78,0
1165,2022-06-04,47,33560.7,1000.0,12,0.1377,small_business,unemployed,686,1.0,0
1166,2022-03-31,51,43884.89,16934.59,36,0.0766,small_business,employed,680,4.19,0
1167,2022-10-21,56,35406.81,8105.12,12,0.1309,home_improvement,employed,658,1.0,1
1168,2022-12-27,56,22497.83,9610.76,36,0.0902,debt_consolidation,self_employed,723,8.24,0
1169,2023-12-09,46,20198.03,5581.33,24,0.0608,debt_consolidation,employed,589,1.35,1
1170,2023-06-19,63,17124.35,2757.53,12,0.15,home_improvement,employed,588,1.14,0
1171,2023-08-18,47,52466.97,20832.83,48,0.1295,car,employed,629,1.59,0
1172,2023-11-27,25,44689.54,16772.93,36,0.0846,home_improvement,employed,754,4.17,0
1173,2023-12-20,40,33722.15,16871.97,24,0.1199,car,employed,706,6.87,0
1174,2022-03-29,31,29554.49,10700.94,12,0.0937,home_improvement,student,641,2.53,1
1175,2022-02-22,30,28112.84,1572.47,36,0.1031,debt_consolidation,employed,631,1.0,1
1176,2023-12-15,60,48118.85,24612.27,60,0.1429,debt_consolidation,self_employed,675,5.39,0
1177,2023-12-13,58,57853.2,14533.75,36,0.0444,education,retired,704,2.7,0
1178,2023-12-08,26,27735.28,12820.74,60,0.0792,debt_consolidation,self_employed,761,5.07,1
1179,2023-02-07,28,48660.99,9845.2,12,0.0909,home_improvement,employed,803,5.6,0
1180,2023-05-31,43,35336.15,1000.0,36,0.1,home_improvement,employed,672,1.01,0
1181,2023-06-17,67,32450.85,18849.35,48,0.0525,other,employed,812,7.48,0
1182,2022-09-01,46,53050.57,5653.78,36,0.1175,small_business,unemployed,684,1.94,0
1183,2023-09-30,66,34878.01,15279.41,12,0.0554,car,employed,698,5.9,0
1184,2023-12-14,63,38556.37,16625.0,36,0.0525,home_improvement,retired,738,4.29,0
1185,2022-02-21,32,37979.29,14004.95,36,0.0825,debt_consolidation,employed,747,2.55,1
1186,2022-08-31,46,15492.81,14819.84,48,0.1469,car,unemployed,774,16.41,0
1187,2023-02-06,33,38460.93,20076.72,48,0.1662,education,employed,602,5.97,1
1188,2023-12-24,60,28247.7,7245.51,48,0.1047,home_improvement,retired,687,3.12,0
1189,2023-10-19,38,17946.16,12987.02,36,0.0829,car,employed,755,8.77,0
1190,2023-07-10,45,28794.36,10649.37,24,0.0947,debt_consolidation,self_employed,615,2.92,1
1191,2023-09-11,53,28695.33,1000.0,36,0.1,small_business,employed,567,1.0,0
1192,2023-10-26,67,47358.59,13718.0,48,0.134,debt_consolidation,self_employed,590,1.0,1
1193,2022-04-23,60,22234.52,19507.5,60,0.0535,small_business,self_employed,672,11.95,1
1194,2022-08-11,63,25521.83,20258.0,12,0.1258,home_improvement,employed,801,9.01,0
1195,2023-10-29,32,37824.66,23144.86,36,0.0472,car,employed,589,9.6,1
1196,2023-03-07,64,19090.47,1357.69,24,0.0756,debt_consolidation,employed,610,1.89,1
1197,2022-06-23,56,27091.92,21771.77,24,0.0899,debt_consolidation,employed,649,10.43,0
1198,2022-12-13,68,15026.28,13109.04,36,0.1023,other,self_employed,620,8.87,0
1199,2022-12-13,24,46040.14,21603.38,36,0.0899,small_business,employed,609,5.77,0
1200,2023-11-06,25,31383.64,9631.31,12,0.0953,home_improvement,employed,557,5.19,1
1201,2022-07-04,57,34808.99,8815.2,48,0.0912,car,self_employed,648,3.27,1
1202,2023-01-31,28,45992.12,4708.36,48,0.0444,home_improvement,employed,797,1.0,1
1203,2022-10-12,62,26332.77,16655.87,60,0.1073,car,student,713,9.56,0
1204,2022-11-09,69,31256.16,15086.86,24,0.1143,home_improvement,employed,750,7.3,0
1205,2022-07-17,48,22324.06,5297.94,36,0.1303,debt_consolidation,employed,643,1.0,1
1206,2023-07-21,51,22297.96,1000.0,36,0.1454,small_business,employed,629,1.0,0
1207,2022-03-12,29,23953.01,14491.47,24,0.1023,education,employed,711,8.89,0
1208,2023-12-11,49,29090.12,15175.02,36,0.1323,debt_consolidation,employed,685,5.06,0
1209,2023-07-19,34,30382.45,6078.29,48,0.0905,small_business,employed,676,1.0,1
1210,2023-04-12,60,38463.59,4873.03,12,0.0465,car,employed,780,1.0,0
1211,2023-06-10,61,24305.4,15935.21,60,0.1188,debt_consolidation,employed,631,7.65,0
1212,2023-05-13,42,38835.59,23138.36,48,0.1122,debt_consolidation,employed,623,9.01,1
1213,2023-06-17,31,40820.02,9030.06,48,0.09,education,employed,731,1.0,0
1214,2023-04-07,43,29386.13,6722.17,48,0.0881,small_business,self_employed,723,1.0,0
1215,2023-06-10,21,25343.31,13793.15,24,0.1043,small_business,student,617,5.92,1
1216,2022-04-25,66,36020.95,15811.52,48,0.0799,home_improvement,student,684,6.64,1
1217,2023-12-31,57,32564.99,9814.26,24,0.1033,debt_consolidation,retired,572,7.12,0
1218,2023-01-18,41,37644.22,24150.55,48,0.0623,debt_consolidation,unemployed,697,7.87,1
1219,2022-07-14,46,53838.4,17410.11,24,0.0657,debt_consolidation,employed,651,2.53,1
1220,2022-07-26,66,35823.64,9712.38,24,0.0504,small_business,employed,665,1.66,0
1221,2023-03-08,56,27329.23,2445.1,36,0.1573,other,employed,611,3.82,1
1222,2023-05-20,43,24309.32,19916.53,24,0.0922,debt_consolidation,self_employed,751,7.3,0
1223,2023-04-07,21,24773.58,19151.59,36,0.1262,small_business,retired,695,9.66,1
1224,2022-04-21,60,17446.8,10183.48,36,0.0571,home_improvement,employed,739,9.63,0
1225,2023-03-16,35,46192.92,14103.45,48,0.0845,debt_consolidation,employed,673,3.35,1
1226,2023-11-10,41,12000.0,11097.18,36,0.1065,home_improvement,self_employed,751,8.92,1
1227,2023-09-05,67,40857.26,15123.59,24,0.1341,small_business,employed,567,5.5,1
1228,2022-06-18,29,24583.23,5850.3,24,0.0719,debt_consolidation,employed,680,3.06,1
1229,2023-03-08,29,28851.14,4994.89,36,0.0779,other,employed,751,3.02,1
1230,2023-10-30,30,24224.15,16865.18,36,0.0662,debt_consolidation,student,561,9.51,1
1231,2022-09-15,46,52350.38,17625.69,48,0.0864,debt_consolidation,employed,687,5.07,1
1232,2023-03-31,61,35195.79,9055.25,12,0.0594,debt_consolidation,employed,714,3.68,0
1233,2023-10-02,55,44484.54,7505.27,24,0.0469,small_business,employed,656,3.38,1
1234,2022-12-18,45,50606.32,18885.4,24,0.0978,car,employed,739,7.18,0
1235,2022-05-03,46,36960.87,7708.42,24,0.1101,small_business,employed,740,1.0,1
1236,2023-12-02,31,20652.51,12332.47,24,0.0558,home_improvement,employed,642,6.63,1
1237,2022-10-19,58,32352.29,11571.51,48,0.0698,car,employed,656,5.88,1
1238,2022-12-03,22,26093.02,3198.56,24,0.087,small_business,employed,610,1.32,0
1239,2022-10-06,27,28957.95,13152.69,36,0.1412,car,employed,699,2.92,0
1240,2022-08-19,38,33864.51,12566.44,36,0.02,small_business,employed,692,5.12,1
1241,2023-10-30,47,33390.13,14161.15,24,0.1033,debt_consolidation,retired,680,4.1,1
1242,2022-04-19,54,39945.31,12949.39,48,0.1104,home_improvement,employed,686,8.13,0
1243,2023-06-29,47,41687.65,24814.12,36,0.0686,education,employed,628,9.13,1
1244,2022-05-06,37,33390.26,18970.07,36,0.0795,other,retired,594,9.13,1
1245,2023-08-03,63,39841.63,12232.85,48,0.1,debt_consolidation,employed,706,3.77,1
1246,2022-11-23,64,28407.68,12781.43,24,0.0891,home_improvement,employed,668,6.02,1
1247,2022-09-24,44,50777.36,22581.72,48,0.141,car,employed,618,4.65,0
1248,2023-05-03,45,28213.86,17178.53,36,0.0931,car,unemployed,636,5.63,1
1249,2023-10-10,27,49366.24,4625.98,36,0.1158,debt_consolidation,unemployed,735,1.0,0
1250,2022-10-03,26,17287.19,17693.69,48,0.1035,debt_consolidation,employed,731,16.55,1
1251,2022-03-03,44,30435.11,19456.81,48,0.1108,small_business,self_employed,719,8.46,0
1252,2022-06-20,53,31028.26,21706.3,36,0.0667,education,employed,677,5.75,0
1253,2023-09-07,69,38347.9,9591.05,48,0.096,car,retired,639,4.92,0
1254,2022-04-02,49,45341.8,9153.3,36,0.088,small_business,employed,759,7.67,0
1255,2022-03-16,63,20007.26,6349.11,36,0.0685,debt_consolidation,unemployed,660,1.0,0
1256,2023-09-18,42,21704.2,13848.76,12,0.1178,home_improvement,employed,696,8.85,1
1257,2022-05-01,46,18177.1,16397.21,12,0.0295,small_business,employed,628,8.57,1
1258,2023-12-27,48,50842.21,8920.02,48,0.1304,small_business,employed,665,4.42,1
1259,2023-04-29,41,38571.26,11149.11,12,0.0234,car,self_employed,520,1.0,0
1260,2023-12-11,69,21987.55,1000.0,24,0.0854,education,self_employed,642,1.0,0
1261,2022-09-20,27,29682.86,21056.69,48,0.1182,car,employed,588,9.4,0
1262,2022-05-18,37,49181.14,2610.14,12,0.0543,small_business,self_employed,693,1.0,0
1263,2022-06-17,40,31662.57,14248.68,24,0.1027,home_improvement,self_employed,644,6.29,0
1264,2023-05-31,61,30953.74,13429.53,36,0.0995,small_business,unemployed,661,4.27,0
1265,2022-07-20,69,25624.44,12274.85,36,0.0998,debt_consolidation,employed,807,9.19,0
1266,2022-04-12,40,22700.09,12412.78,48,0.0795,home_improvement,employed,618,3.71,0
1267,2022-01-19,42,49199.89,5929.31,36,0.076,home_improvement,employed,687,3.26,0
1268,2023-01-01,48,55086.82,10031.61,36,0.0429,home_improvement,employed,693,1.98,0
1269,2023-04-26,60,23177.67,17813.7,48,0.0869,education,self_employed,623,11.81,0
1270,2023-02-26,69,51859.31,19590.93,36,0.1175,other,self_employed,746,7.17,1
1271,2023-06-18,27,29151.33,9474.59,36,0.0763,small_business,self_employed,778,3.4,0
1272,2022-12-25,21,41403.78,2637.48,48,0.0778,debt_consolidation,employed,751,1.0,1
1273,2023-10-03,52,51922.57,7327.96,36,0.1377,small_business,self_employed,622,3.51,1
1274,2022-05-29,33,33259.08,23116.18,24,0.0851,debt_consolidation,employed,637,9.38,1
1275,2023-05-12,50,31064.7,7685.13,12,0.1006,home_improvement,retired,558,2.73,0
1276,2023-01-26,43,44612.97,11416.78,36,0.1061,other,employed,669,1.4,0
1277,2022-01-07,39,21680.57,20495.47,12,0.0851,debt_consolidation,self_employed,673,12.07,1
1278,2022-11-29,52,48764.74,8838.62,36,0.1104,small_business,unemployed,726,1.0,1
1279,2022-01-23,50,36713.71,11006.79,48,0.1197,small_business,retired,785,4.89,1
1280,2022-03-31,49,28066.99,16766.99,36,0.1171,car,employed,604,9.39,1
1281,2023-06-14,69,27749.99,22270.84,24,0.1205,debt_consolidation,employed,688,7.97,1
1282,2023-08-06,65,18398.45,8126.69,48,0.0275,car,employed,666,4.46,1
1283,2022-03-07,49,28565.93,20352.57,24,0.0548,other,employed,670,7.28,0
1284,2022-02-22,50,31831.55,10310.83,48,0.0746,debt_consolidation,self_employed,773,5.99,1
1285,2023-02-07,36,22264.48,6684.43,36,0.0661,home_improvement,retired,685,3.71,0
1286,2023-12-05,60,34454.42,13497.34,24,0.0684,debt_consolidation,employed,712,3.97,0
1287,2022-05-22,39,40675.01,5054.59,60,0.1167,debt_consolidation,employed,708,2.79,1
1288,2022-01-25,38,32438.33,14832.07,24,0.0932,small_business,retired,693,4.52,1
1289,2022-02-02,21,42952.71,30897.89,60,0.0859,debt_consolidation,employed,633,8.22,1
1290,2023-11-19,34,25314.32,18633.6,12,0.0832,other,employed,792,6.6,0
1291,2023-07-05,67,47040.59,11370.6,24,0.078,car,retired,677,4.58,0
1292,2023-01-13,22,36461.78,18313.21,24,0.0827,car,retired,711,3.84,0
1293,2023-01-03,48,53543.09,6410.87,12,0.1316,debt_consolidation,employed,695,4.3,1
1294,2022-07-31,69,63970.61,7417.95,48,0.0371,other,employed,553,1.87,0
1295,2022-05-13,50,29357.08,11537.01,36,0.1282,debt_consolidation,employed,617,4.4,0
1296,2023-09-17,58,29851.23,12526.69,48,0.1588,home_improvement,employed,686,5.01,1
1297,2022-05-29,24,32045.09,4240.18,24,0.128,car,employed,629,5.01,1
1298,2023-01-11,21,42148.43,10161.14,36,0.0603,car,employed,704,1.0,1
1299,2022-03-18,28,50911.64,11132.47,36,0.0754,home_improvement,unemployed,625,1.0,1
1300,2023-06-10,49,27166.3,21251.83,36,0.121,home_improvement,unemployed,681,11.3,1
1301,2023-07-20,59,39574.93,4239.93,36,0.0825,debt_consolidation,unemployed,577,1.0,0
1302,2023-11-16,23,33368.87,3683.71,36,0.0748,car,employed,730,1.0,1
1303,2023-05-13,52,42417.31,13054.25,12,0.087,small_business,employed,707,2.81,0
1304,2023-11-12,30,53113.49,18905.26,48,0.0563,car,unemployed,709,6.52,0
1305,2022-04-02,30,32116.06,15309.56,48,0.0861,debt_consolidation,self_employed,674,7.34,1
1306,2023-01-18,39,14961.59,13816.06,36,0.0538,debt_consolidation,unemployed,638,10.79,1
1307,2023-10-03,66,43926.82,10268.35,24,0.1117,debt_consolidation,student,774,3.61,0
1308,2023-05-23,54,25007.54,16056.63,24,0.0647,debt_consolidation,retired,779,8.45,0
1309,2022-05-10,53,33282.61,16961.34,24,0.0915,car,employed,675,4.11,1
1310,2022-03-13,43,44444.37,10456.13,24,0.0767,home_improvement,employed,645,1.0,0
1311,2023-10-15,48,38568.74,6308.25,24,0.1015,debt_consolidation,employed,576,1.0,0
1312,2023-02-07,52,33779.36,6347.27,48,0.1147,home_improvement,self_employed,693,5.24,1
1313,2023-05-26,27,28089.42,17272.41,36,0.0986,other,employed,639,6.04,0
1314,2022-05-06,49,12000.0,2734.36,36,0.069,other,unemployed,651,2.76,0
1315,2023-05-20,28,43379.85,22062.36,24,0.0731,small_business,employed,737,7.18,1
1316,2023-05-29,21,31964.58,9263.25,60,0.1608,debt_consolidation,unemployed,622,1.53,1
1317,2023-04-24,23,53160.04,13857.19,24,0.1185,debt_consolidation,employed,795,1.43,1
1318,2022-01-10,44,39776.34,16210.26,48,0.0841,small_business,employed,618,3.05,1
1319,2023-03-29,43,28506.5,7897.89,60,0.0728,debt_consolidation,retired,557,1.0,0
1320,2023-04-16,28,47802.44,9240.61,48,0.0468,debt_consolidation,employed,640,2.19,1
1321,2023-01-09,67,48813.55,12791.82,60,0.1238,home_improvement,employed,701,7.82,1
1322,2022-03-06,57,32371.62,6877.68,36,0.0687,debt_consolidation,employed,688,1.49,0
1323,2022-04-19,23,49323.74,5594.15,24,0.1216,small_business,retired,690,1.0,0
1324,2022-10-27,53,28336.3,6133.31,24,0.1148,small_business,unemployed,663,1.86,1
1325,2022-02-11,48,36915.77,19254.88,24,0.1306,education,retired,649,6.88,0
1326,2022-09-16,67,41856.9,14387.55,12,0.1128,small_business,retired,605,5.89,1
1327,2023-09-15,28,44417.38,7241.0,36,0.0837,debt_consolidation,self_employed,687,1.0,0
1328,2023-02-18,54,42458.26,17236.56,24,0.0905,education,employed,743,5.8,1
1329,2022-01-28,55,31008.11,7573.47,48,0.0907,car,employed,680,2.76,0
1330,2023-07-17,52,48124.37,1000.0,24,0.0819,home_improvement,employed,634,1.0,1
1331,2023-01-06,44,33506.87,16180.85,36,0.0413,debt_consolidation,employed,688,6.7,0
1332,2022-08-01,34,28171.67,21877.39,60,0.0253,education,unemployed,767,7.37,0
1333,2023-09-29,52,28347.94,15348.24,24,0.1128,other,employed,667,5.44,1
1334,2023-07-06,66,58279.86,1000.0,48,0.0846,debt_consolidation,employed,605,1.13,0
1335,2022-06-03,63,26096.2,11858.67,48,0.1188,debt_consolidation,employed,693,5.17,0
1336,2022-06-07,36,50499.62,10352.53,24,0.0786,debt_consolidation,employed,715,4.04,0
1337,2022-10-21,24,21374.4,14269.27,36,0.09,car,self_employed,732,7.56,1
1338,2022-12-27,57,40854.87,6916.38,24,0.1179,debt_consolidation,employed,721,4.05,0
1339,2023-01-01,41,38565.0,9999.14,48,0.1367,small_business,self_employed,689,1.0,1
1340,2023-03-29,34,54454.72,3479.5,36,0.0805,car,employed,629,1.41,1
1341,2023-09-14,51,27147.18,13330.62,36,0.06,car,student,621,3.31,0
1342,2022-08-22,68,23832.03,3702.62,48,0.1264,education,employed,659,4.11,0
1343,2022-06-26,38,33601.88,14624.55,24,0.0814,car,employed,716,4.92,0
1344,2023-10-01,27,54977.62,7496.72,48,0.0754,car,self_employed,640,1.0,1
1345,2023-08-15,30,24390.1,1000.0,48,0.078,education,employed,650,1.0,1
1346,2022-02-21,27,12000.0,16762.55,48,0.0684,small_business,employed,626,18.07,1
1347,2023-03-24,53,35717.21,14964.24,48,0.1132,debt_consolidation,employed,773,6.16,0
1348,2022-11-26,43,46394.28,20117.65,36,0.0499,debt_consolidation,employed,666,4.64,1
1349,2023-08-17,41,22834.33,1000.0,60,0.0931,debt_consolidation,retired,720,1.86,1
1350,2023-07-07,39,45175.19,8072.7,24,0.0975,car,employed,774,2.59,0
1351,2022-10-23,68,22569.07,12789.56,36,0.072,debt_consolidation,self_employed,622,6.97,1
1352,2022-12-12,39,33241.3,15430.24,24,0.1376,home_improvement,employed,725,7.13,0
1353,2022-06-03,56,44032.19,3222.7,60,0.117,small_business,employed,674,4.5,0
1354,2022-08-20,49,20750.42,14588.76,48,0.0764,debt_consolidation,employed,764,9.0,0
1355,2022-11-28,38,37178.16,8569.34,48,0.0868,home_improvement,retired,632,3.33,1
1356,2022-05-26,22,49579.68,1000.0,12,0.1168,car,employed,692,2.08,0
1357,2023-04-27,21,40687.21,7495.91,48,0.0924,car,student,718,1.0,1
1358,2023-01-14,67,26352.49,15086.26,48,0.132,home_improvement,employed,638,6.5,0
1359,2023-01-11,25,53224.62,1120.21,36,0.107,other,self_employed,667,1.0,1
1360,2023-07-22,40,42900.71,15822.31,24,0.0976,debt_consolidation,retired,671,5.03,1
1361,2022-01-30,31,12674.62,13700.27,36,0.0973,debt_consolidation,employed,745,13.39,1
1362,2023-03-05,62,45370.92,10476.85,12,0.1845,home_improvement,self_employed,813,6.29,0
1363,2023-05-13,22,28143.51,2188.81,36,0.0594,car,employed,774,3.93,0
1364,2023-08-10,23,37358.76,2670.31,24,0.0572,debt_consolidation,employed,766,1.0,0
1365,2023-05-09,43,47096.05,9609.11,24,0.0828,debt_consolidation,employed,500,3.16,0
